term,tf,df,doc_frac,idf,jargon_score
intestines,582,513,0.0513,3.968217101521351,25.270349298565158
aggressive,581,469,0.0469,4.057707672272412,25.833275981055433
new,577,392,0.0392,4.236630755107255,26.943166241393822
degeneration,573,536,0.0536,3.9244422724676515,24.930527344237166
course,567,522,0.0522,3.9508589029115933,25.056826870500768
skeletal,563,542,0.0542,3.9133310470425804,24.79116448708645
very,558,443,0.0443,4.114615804544291,26.029674604153513
steatitis,558,466,0.0466,4.0641111093076185,25.710174352990176
than,558,464,0.0464,4.068402961389159,25.737325250774674
attenuation,557,264,0.0264,4.630710540990294,29.286275712105574
appropriate,553,534,0.0534,3.9281736200805097,24.81491967618484
cortex,553,380,0.038,4.267640991849815,26.959390969428803
empty,552,515,0.0515,3.9643336014949533,25.03618593090501
several,551,473,0.0473,4.04923304528144,25.565027381957286
indistinct,550,445,0.0445,4.110121414956452,25.941996404625467
generalized,550,434,0.0434,4.135094335887832,26.099618858954283
needle,545,335,0.0335,4.393329207013312,27.689480026816415
during,545,515,0.0515,3.9643336014949533,24.985684182965233
jejunum,545,414,0.0414,4.182161846745817,26.358572614936545
failure,543,491,0.0491,4.011961650484208,25.271142816732425
left-sided,542,442,0.0442,4.11687059693138,25.92438420489858
now,542,332,0.0332,4.402297876996072,27.721750990357343
lobar,539,358,0.0358,4.327117978488237,27.224361936684577
recent,537,459,0.0459,4.079213877493375,25.649519898327462
suggestive,537,506,0.0506,3.981929363385333,25.03780863352203
adequate,537,525,0.0525,3.9451391542388063,24.806477002009903
between,536,458,0.0458,4.081390156915971,25.655610749321028
ultrasonagraphically,535,84,0.0084,5.767789110486199,36.2455605830585
collapse,534,398,0.0398,4.221478950086652,26.52045683085084
outflow,533,470,0.047,4.055582272960098,25.47066203165933
medvet,531,217,0.0217,4.825945304187427,30.290738173446897
pancreatic,531,281,0.0281,4.568533296038403,28.675054768419965
layer,530,367,0.0367,4.302357428807586,26.996268996089956
described,530,474,0.0474,4.047125562941875,25.394749777545076
carcinoma,528,465,0.0465,4.0662547328508705,25.499436390696868
marginated,526,421,0.0421,4.165435052940504,26.105616848702144
musculoskeletal,526,483,0.0483,4.028355460259885,25.246511550260344
pancreatitis,525,470,0.047,4.055582272960098,25.40944453313446
age-related,523,517,0.0517,3.960465124717033,24.7984194444592
diagnoses,519,423,0.0423,4.160706911744558,26.02034876118933
impression,518,409,0.0409,4.194283207278163,26.222255470679823
vacuolar,516,510,0.051,3.9740707767728116,24.830164599607542
mesentery,516,344,0.0344,4.366895949945157,27.284553123774554
static,515,333,0.0333,4.399299373999815,27.47849358331905
cysts,514,335,0.0335,4.393329207013312,27.43268081815178
increase,514,462,0.0462,4.072713312890282,25.43070166424205
minimally,514,448,0.0448,4.1034174792342615,25.6224236034396
caudodorsal,511,396,0.0396,4.226504086289326,26.366304519328807
trauma,509,414,0.0414,4.182161846745817,26.073314674042273
change,509,414,0.0414,4.182161846745817,26.073314674042273
one,507,399,0.0399,4.218975819868534,26.28625057347312
prominent,505,392,0.0392,4.236630755107255,26.379536750906368
bronchus,504,436,0.0436,4.130507171880926,25.71058323391375
colonic,503,404,0.0404,4.206553299869977,26.175598734148224
junction,501,425,0.0425,4.156001020707146,25.844508444808405
cecum,501,467,0.0467,4.06197207105887,25.259780007271146
nasal,500,185,0.0185,4.984693693263315,30.98787722557997
nonspecific,499,472,0.0472,4.0513449784845825,25.177521312792365
viewable,498,374,0.0374,4.283514341006105,26.61178730617358
although,497,448,0.0448,4.1034174792342615,25.48468491259661
variant,496,462,0.0462,4.072713312890282,25.285807253561565
current,496,360,0.036,4.321562408643635,26.830809267458992
representing,496,463,0.0463,4.070555814750261,25.272412232128104
caudally,495,428,0.0428,4.148983448048499,25.750980789038
report,495,336,0.0336,4.3903574366241545,27.24908677586924
vertebrae,491,380,0.038,4.267640991849815,26.4528818576112
age,491,432,0.0432,4.139702638974026,25.659858700287543
imaging,490,449,0.0449,4.1011927842121505,25.41281194468464
through,488,418,0.0418,4.172569447054379,25.838062528668445
overall,487,445,0.0445,4.110121414956452,25.44294791493186
caudoventral,482,398,0.0398,4.221478950086652,26.088810214579286
june,479,456,0.0456,4.085756976082312,25.224589642857374
including,477,444,0.0444,4.112366084810276,25.371697932779348
unlikely,476,436,0.0436,4.130507171880926,25.474971098308178
our,475,118,0.0118,5.431316873864986,33.48633802611557
subjectively,471,428,0.0428,4.148983448048499,25.545203901176905
deviation,471,408,0.0408,4.196725210933714,25.839148931995982
dilatation,471,361,0.0361,4.3187961551507446,26.590737170290826
unchanged,467,321,0.0321,4.435888821432108,27.273921782790815
time,465,353,0.0353,4.341143453842742,26.672791244779162
complete,463,401,0.0401,4.213988278357495,25.873401533549696
cyst,461,335,0.0335,4.393329207013312,26.95555643751485
represents,459,408,0.0408,4.196725210933714,25.73107278235851
sludge,457,412,0.0412,4.186992774015483,25.65315700122423
mesenteric,456,331,0.0331,4.405305398060028,26.98110080331484
segment,456,334,0.0334,4.396309835151449,26.92600582857692
summating,456,305,0.0305,4.486855265024135,27.48056791903954
tibial,456,210,0.021,4.858582233500449,29.757277908813872
irregularly,455,369,0.0369,4.296937361338246,26.307968097727134
rebecca,453,453,0.0453,4.092343168935168,25.037353275285902
farmer,453,453,0.0453,4.092343168935168,25.037353275285902
linear,452,335,0.0335,4.393329207013312,26.869127501827336
discrete,450,385,0.0385,4.254602997511685,26.00186726184286
biliary,449,398,0.0398,4.221478950086652,25.790060071507533
infiltrate,447,355,0.0355,4.335509636124486,26.467389885682714
single,444,371,0.0371,4.29154651270337,26.170169419836633
osteophytosis,444,355,0.0355,4.335509636124486,26.43825981213464
mandibular,443,178,0.0178,5.023054561135761,30.61965937220859
approximately,443,326,0.0326,4.420480196079263,26.946471757005185
bronchointerstitial,443,296,0.0296,4.516708228173816,27.53306095864168
central,443,363,0.0363,4.3132864993397755,26.29303778748271
tumor,440,337,0.0337,4.387394471493497,26.7150418232113
cardiogenic,439,408,0.0408,4.196725210933714,25.54452094970705
series,437,310,0.031,4.470647454797282,27.19145649119436
causes,433,383,0.0383,4.259797814388789,25.86994183304669
persistent,433,334,0.0334,4.396309835151449,26.69898541457836
exam,432,324,0.0324,4.426615184646779,26.872819808783905
hemorrhage,432,390,0.039,4.24173280699115,25.75044738350708
its,431,356,0.0356,4.332704585196877,26.292695371111314
progressive,430,265,0.0265,4.626944058194817,28.067542783873044
well,429,397,0.0397,4.223988361692078,25.613358149297028
vena,428,283,0.0283,4.56146612881531,27.649130426963357
formation,428,337,0.0337,4.387394471493497,26.594002575300788
enhancement,427,239,0.0239,4.729801443634525,28.658449637622216
congestive,426,399,0.0399,4.218975819868534,25.55342529797787
pre,425,351,0.0351,4.346809191378419,26.31749259900685
lack,424,376,0.0376,4.278195179528505,25.89201870856912
contain,423,387,0.0387,4.249435027353243,25.707949250813446
collimated,421,409,0.0409,4.194283207278163,25.354464276568503
july,421,406,0.0406,4.201627181533921,25.3988586399707
markings,421,315,0.0315,4.454698153389604,26.928674009666565
lymphadenomegaly,421,402,0.0402,4.2115038050298335,25.458562881488227
cava,420,283,0.0283,4.56146612881531,27.563264999709457
muscularis,420,244,0.0244,4.709182156431789,28.455858718245924
air,420,347,0.0347,4.3582378872020415,26.335231354205586
rib,420,259,0.0259,4.649758735960988,28.096784806619354
inflammation,417,374,0.0374,4.283514341006105,25.853071271095867
sagittal,417,295,0.0295,4.520080912652455,27.28086442182345
suggest,417,349,0.0349,4.352507212493057,26.26947646593193
hyperintense,416,202,0.0202,4.897234387934729,29.5454373107683
spaces,416,371,0.0371,4.29154651270337,25.891270135999395
centered,415,340,0.034,4.378557889692999,26.405704526572233
please,415,203,0.0203,4.8923203731323,29.504044362724844
atrium,414,352,0.0352,4.3439723100432195,26.186674969110467
consolidation,411,338,0.0338,4.384440259596065,26.39881717685601
cranially,410,346,0.0346,4.361115587029657,26.247780679730454
seen,409,356,0.0356,4.332704585196877,26.06623171109008
resolved,409,280,0.028,4.57208569764277,27.506386104627992
vein,407,203,0.0203,4.8923203731323,29.409044865678915
measurements,407,396,0.0396,4.226504086289326,25.40664527639608
feces,406,368,0.0368,4.299643722935989,25.835755895083256
signal,405,265,0.0265,4.626944058194817,27.791060063238902
humeral,404,197,0.0197,4.922173336281981,29.55217283576003
widening,404,329,0.0329,4.41134771251599,26.48523347968477
unknown,403,376,0.0376,4.278195179528505,25.675224201244045
proliferation,403,274,0.0274,4.593669269309945,27.568515097269632
metallic,402,273,0.0273,4.5973122605884456,27.57898460672978
mucosal,402,317,0.0317,4.448388984196339,26.68560331905628
sequences,401,205,0.0205,4.882564198186936,29.278062284034508
right-sided,401,325,0.0325,4.423542985609808,26.525563575155957
post,400,294,0.0294,4.523465010636697,27.11347479152726
valve,398,380,0.038,4.267640991849815,25.55873724132613
assessment,398,328,0.0328,4.414382616211144,26.437567167877877
long,397,288,0.0288,4.544013678864084,27.20251979987581
placement,395,312,0.0312,4.464237176436363,26.70245168954704
non-specific,394,384,0.0384,4.257197032688731,25.453294737121954
ml,392,287,0.0287,4.54747988684057,27.16577905779034
forelimb,392,230,0.023,4.768022656454722,28.483259574739627
specific,391,360,0.036,4.321562408643635,25.80518069900669
esophageal,391,290,0.029,4.537117099805023,27.09231420072651
suspended,391,328,0.0328,4.414382616211144,26.35943446241599
referral,390,370,0.037,4.294238304369081,25.631052631666474
below,388,385,0.0385,4.254602997511685,25.372662551257807
fields,387,297,0.0297,4.513346880471111,26.90408485406034
aspiration,384,361,0.0361,4.3187961551507446,25.710844422798882
na,384,368,0.0368,4.299643722935989,25.59682533338099
tree,384,362,0.0362,4.316037532711665,25.694421672151613
attributed,382,357,0.0357,4.329907380575816,25.75444059957647
thoracolumbar,381,270,0.027,4.608321546096815,27.39840989124972
sediment,380,272,0.0272,4.600968571791556,27.34263315342045
same,379,267,0.0267,4.6194533864656595,27.440344209565357
located,378,329,0.0329,4.41134771251599,26.192536756271235
near,376,324,0.0324,4.426615184646779,26.259766625805142
extramedullary,374,338,0.0338,4.384440259596065,25.98625308391238
etiology,373,349,0.0349,4.352507212493057,25.78536608690056
summary,373,373,0.0373,4.286184569561984,25.392453785016293
relatively,372,331,0.0331,4.405305398060028,26.086361377092672
being,372,345,0.0345,4.364001591918791,25.841777649997574
displaced,371,311,0.0311,4.4674371791670335,26.442286464123114
lymphoid,369,345,0.0345,4.364001591918791,25.806536530421965
relative,367,309,0.0309,4.473868069497324,26.431983609015912
defined,365,314,0.0314,4.457867728150883,26.31315864807762
osteoarthrosis,365,287,0.0287,4.54747988684057,26.84210636303742
significance,364,347,0.0347,4.3582378872020415,25.713156176986274
similarly,364,270,0.027,4.608321546096815,27.188624094273774
shoulder,362,259,0.0259,4.649758735960988,27.407551071896197
indicated,361,346,0.0346,4.361115587029657,25.69414140542643
review,360,350,0.035,4.34965414351065,25.61458241209115
absence,360,328,0.0328,4.414382616211144,25.99576048825364
suspect,360,319,0.0319,4.442119371182744,26.159098853241577
congenital,359,311,0.0311,4.4674371791670335,26.295799990545387
area,359,285,0.0285,4.554448556156663,26.807958007426073
bones,359,226,0.0226,4.785490349495113,28.167894038629
containing,358,328,0.0328,4.414382616211144,25.971236077308486
presumed,357,305,0.0305,4.486855265024135,26.385100391180085
mri,356,337,0.0337,4.387394471493497,25.787945473879496
diarrhea,355,331,0.0331,4.405305398060028,25.880864061851195
obtained,353,322,0.0322,4.43278804375386,26.01734918178083
contact,352,243,0.0243,4.713272141683314,27.650260462818746
mottled,352,226,0.0226,4.785490349495113,28.07392627207564
any,351,329,0.0329,4.41134771251599,25.86651597351211
acoustic,350,277,0.0277,4.582819253285879,26.858923944292005
dependent,349,302,0.0302,4.496707561467147,26.341412310334867
hematopoiesis,349,314,0.0314,4.457867728150883,26.11389116303691
recommend,349,333,0.0333,4.399299373999815,25.770801659451845
functional,348,340,0.034,4.378557889692999,25.63677135967939
correlation,347,326,0.0326,4.420480196079263,25.869545165289015
poorly,346,288,0.0288,4.544013678864084,26.579411812197176
congestion,346,323,0.0323,4.429696851184186,25.910735559284234
via,345,267,0.0267,4.6194533864656595,27.00735139820455
muscle,344,215,0.0215,4.835161959292352,28.254483672665234
normally,342,284,0.0284,4.557951186707866,26.608090419340638
sclerosis,341,263,0.0263,4.6344912638302,27.041379387019294
differentials,341,300,0.03,4.50333010222764,26.27607883301507
hepatobiliary,340,331,0.0331,4.405305398060028,25.691223358028765
concerning,339,315,0.0315,4.454698153389604,25.966193278976615
post-contrast,338,260,0.026,4.645919959653822,27.067130183824144
diaphysis,337,197,0.0197,4.922173336281981,28.662041242692744
periarticular,337,275,0.0275,4.5900395012593656,26.72801067791327
enhancing,337,200,0.02,4.90713545891744,28.57447499262838
site,337,244,0.0244,4.709182156431789,27.421783827092
rounding,336,311,0.0311,4.4674371791670335,26.000854868891558
vascular,336,303,0.0303,4.493412665570294,26.152034353914775
poor,336,274,0.0274,4.593669269309945,26.735536101995017
subsegment,335,221,0.0221,4.807762985104237,27.967291715107862
uniform,335,306,0.0306,4.483592619389318,26.081556662978258
august,333,320,0.032,4.4389992438465,25.795650473708974
administration,333,295,0.0295,4.520080912652455,26.26682748308622
periosteal,333,227,0.0227,4.781094738022075,27.78361562342528
fibrosis,332,305,0.0305,4.486855265024135,26.060294711179147
intercostal,332,257,0.0257,4.657480782054899,27.051312026520403
infiltrative,332,293,0.0293,4.526860599637835,26.292651394974857
fine,332,236,0.0236,4.742380225841385,27.544420093352404
striations,331,272,0.0272,4.600968571791556,26.709243546992916
partial,330,302,0.0302,4.496707561467147,26.09042957108552
sided,330,231,0.0231,4.763702995310206,27.6395686839281
homogenous,328,290,0.029,4.537117099805023,26.29739273245501
dorsoventral,328,242,0.0242,4.717378923635968,27.342200673637457
does,327,308,0.0308,4.47709909007877,25.935895954910585
should,326,307,0.0307,4.480340584002942,25.940993533431573
we,325,126,0.0126,5.366253280517925,31.053957056779684
effect,323,249,0.0249,4.688979449114269,27.105787546150797
peritonitis,323,282,0.0282,4.564993469333278,26.389056397482676
predominantly,322,283,0.0283,4.56146612881531,26.35456537645123
internal,322,269,0.0269,4.612018407978141,26.646638869600565
work,321,245,0.0245,4.705108831044154,27.16989347226066
lobular,321,280,0.028,4.57208569764277,26.401744531684542
sized,320,284,0.0284,4.557951186707866,26.305946916185036
abnormal,316,243,0.0243,4.713272141683314,27.143271297506406
tibia,315,169,0.0169,5.074641929926254,29.208330774914696
only,315,295,0.0295,4.520080912652455,26.01642051778219
flair,314,110,0.011,5.500910165664182,31.644385307637556
hypointense,313,182,0.0182,5.000954214135095,28.752451081596632
luxations,313,223,0.0223,4.7987943151214765,27.590154376175818
extension,311,241,0.0241,4.72150264081983,27.115604717479176
perihilar,310,225,0.0225,4.789905367704231,27.49306487955801
loops,309,302,0.0302,4.496707561467147,25.795688026977647
intoview,309,103,0.0103,5.5660494678351435,31.930045183581885
prostatic,308,185,0.0185,4.984693693263315,28.578950104278437
hu,308,98,0.0098,5.615320516841926,32.194548902220596
amorphous,308,276,0.0276,4.5864228607891775,26.295527501070037
ascites,307,299,0.0299,4.506657892320315,25.82359941072078
gas-filled,307,270,0.027,4.608321546096815,26.406142291161803
complications,306,275,0.0275,4.5900395012593656,26.28645737912346
osteoarthritis,306,253,0.0253,4.673106099957979,26.762167142780346
arteries,305,247,0.0247,4.697011620811534,26.8837457365741
radiographically,305,294,0.0294,4.523465010636697,25.890436944083064
dimensions,304,168,0.0168,5.0805416520534425,29.062282243785784
asthma,303,278,0.0278,4.579228585155151,26.179576672403215
external,303,218,0.0218,4.821368637160015,27.56389805733497
injury,301,258,0.0258,4.653612305276978,26.574113436441802
luminal,300,251,0.0251,4.681011279465093,26.715047522440496
osteophyte,300,230,0.023,4.768022656454722,27.211631045207945
slight,299,252,0.0252,4.677050878248996,26.676880832432015
malignant,297,274,0.0274,4.593669269309945,26.17056327334573
stir,296,189,0.0189,4.96341629481603,28.260362876051044
free,295,241,0.0241,4.72150264081983,26.86704719080514
